datetime,date,aqi,pm25,pm10,co,no,no2,o3,so2,nh3,source,lat,lon
2022-04-29 17:00:00+00:00,2022-04-29,5.0,57.19,180.12,383.85,0.0,8.74,77.96,2.62,2.31,OpenWeather,24.8607,67.0011
2022-04-29 18:00:00+00:00,2022-04-29,5.0,61.2,214.44,360.49,0.0,6.43,86.55,2.29,1.92,OpenWeather,24.8607,67.0011
2022-04-29 19:00:00+00:00,2022-04-29,5.0,62.71,236.57,337.12,0.0,5.01,92.98,1.94,1.28,OpenWeather,24.8607,67.0011
2022-04-29 20:00:00+00:00,2022-04-29,5.0,61.12,241.23,310.42,0.0,3.73,94.41,1.7,0.77,OpenWeather,24.8607,67.0011
2022-04-29 21:00:00+00:00,2022-04-29,5.0,59.05,245.23,283.72,0.0,2.01,92.98,1.42,0.63,OpenWeather,24.8607,67.0011
2022-04-29 22:00:00+00:00,2022-04-29,5.0,56.43,238.46,277.04,0.0,1.52,89.41,1.34,0.68,OpenWeather,24.8607,67.0011
2022-04-29 23:00:00+00:00,2022-04-29,5.0,51.1,200.54,280.38,0.0,1.54,88.69,1.45,0.8,OpenWeather,24.8607,67.0011
2022-04-30 00:00:00+00:00,2022-04-30,5.0,46.2,163.88,283.72,0.0,1.69,88.69,1.59,0.87,OpenWeather,24.8607,67.0011
2022-04-30 01:00:00+00:00,2022-04-30,5.0,43.17,138.3,297.07,0.0,2.27,87.98,1.86,1.06,OpenWeather,24.8607,67.0011
2022-04-30 02:00:00+00:00,2022-04-30,5.0,42.87,131.89,320.43,0.02,3.64,86.55,2.09,1.39,OpenWeather,24.8607,67.0011
2022-04-30 03:00:00+00:00,2022-04-30,5.0,43.25,126.64,407.22,0.58,7.97,83.68,2.65,2.47,OpenWeather,24.8607,67.0011
2022-04-30 04:00:00+00:00,2022-04-30,5.0,45.21,128.01,547.41,2.51,14.91,81.54,3.31,3.67,OpenWeather,24.8607,67.0011
2022-04-30 05:00:00+00:00,2022-04-30,5.0,47.73,138.92,574.11,3.44,16.28,87.26,3.4,4.12,OpenWeather,24.8607,67.0011
2022-04-30 06:00:00+00:00,2022-04-30,5.0,50.25,150.74,527.38,2.68,13.02,98.71,3.16,4.05,OpenWeather,24.8607,67.0011
2022-04-30 07:00:00+00:00,2022-04-30,5.0,50.95,159.36,460.62,1.82,9.34,104.43,2.62,3.17,OpenWeather,24.8607,67.0011
2022-04-30 08:00:00+00:00,2022-04-30,5.0,52.04,170.95,420.57,1.47,7.71,105.86,2.32,2.5,OpenWeather,24.8607,67.0011
2022-04-30 09:00:00+00:00,2022-04-30,5.0,52.85,181.48,400.54,1.41,7.37,103.0,2.12,2.06,OpenWeather,24.8607,67.0011
2022-04-30 10:00:00+00:00,2022-04-30,5.0,51.44,184.03,370.5,1.26,6.68,98.71,1.86,1.61,OpenWeather,24.8607,67.0011
2022-04-30 11:00:00+00:00,2022-04-30,5.0,52.15,184.68,360.49,1.2,6.6,94.41,1.82,1.25,OpenWeather,24.8607,67.0011
2022-04-30 12:00:00+00:00,2022-04-30,5.0,58.85,196.42,363.83,1.05,7.28,94.41,1.83,0.7,OpenWeather,24.8607,67.0011
2022-04-30 13:00:00+00:00,2022-04-30,5.0,62.9,203.83,393.87,0.76,10.02,92.98,2.0,0.44,OpenWeather,24.8607,67.0011
2022-04-30 14:00:00+00:00,2022-04-30,5.0,60.36,191.72,397.21,0.13,11.82,88.69,2.12,0.63,OpenWeather,24.8607,67.0011
2022-04-30 15:00:00+00:00,2022-04-30,5.0,58.6,181.41,373.84,0.0,9.6,90.84,2.26,0.98,OpenWeather,24.8607,67.0011
2022-04-30 16:00:00+00:00,2022-04-30,5.0,57.0,173.58,370.5,0.0,8.57,92.98,2.53,1.42,OpenWeather,24.8607,67.0011
2022-04-30 17:00:00+00:00,2022-04-30,5.0,54.42,170.51,347.14,0.0,6.85,94.41,2.53,1.47,OpenWeather,24.8607,67.0011
2022-04-30 18:00:00+00:00,2022-04-30,5.0,52.54,172.52,337.12,0.0,6.0,95.84,2.56,1.49,OpenWeather,24.8607,67.0011
2022-04-30 19:00:00+00:00,2022-04-30,5.0,50.22,172.74,320.43,0.0,5.27,95.84,2.44,1.08,OpenWeather,24.8607,67.0011
2022-04-30 20:00:00+00:00,2022-04-30,5.0,48.51,169.98,290.39,0.0,3.86,95.84,2.21,0.46,OpenWeather,24.8607,67.0011
2022-04-30 21:00:00+00:00,2022-04-30,5.0,48.64,168.21,277.04,0.0,2.46,98.71,2.18,0.3,OpenWeather,24.8607,67.0011
2022-04-30 22:00:00+00:00,2022-04-30,5.0,48.17,165.06,273.7,0.0,1.65,101.57,2.09,0.17,OpenWeather,24.8607,67.0011
2022-04-30 23:00:00+00:00,2022-04-30,5.0,46.85,160.87,277.04,0.0,1.44,103.0,2.0,0.12,OpenWeather,24.8607,67.0011
2022-05-01 00:00:00+00:00,2022-05-01,5.0,46.4,161.0,283.72,0.0,1.37,100.14,1.91,0.13,OpenWeather,24.8607,67.0011
2022-05-01 01:00:00+00:00,2022-05-01,5.0,46.34,162.25,287.06,0.0,1.54,98.71,1.86,0.02,OpenWeather,24.8607,67.0011
2022-05-01 02:00:00+00:00,2022-05-01,5.0,46.35,158.63,300.41,0.02,2.23,95.84,1.85,0.0,OpenWeather,24.8607,67.0011
2022-05-01 03:00:00+00:00,2022-05-01,5.0,46.77,153.82,350.48,0.34,4.93,92.98,1.97,0.46,OpenWeather,24.8607,67.0011
2022-05-01 04:00:00+00:00,2022-05-01,5.0,47.97,158.03,427.25,1.38,9.25,90.84,2.21,1.09,OpenWeather,24.8607,67.0011
2022-05-01 05:00:00+00:00,2022-05-01,5.0,49.23,170.02,447.27,1.87,10.11,95.84,2.26,1.47,OpenWeather,24.8607,67.0011
2022-05-01 06:00:00+00:00,2022-05-01,5.0,50.02,180.3,420.57,1.51,8.23,104.43,2.26,1.63,OpenWeather,24.8607,67.0011
2022-05-01 07:00:00+00:00,2022-05-01,5.0,50.98,184.45,377.18,1.09,6.25,110.15,2.0,1.22,OpenWeather,24.8607,67.0011
2022-05-01 08:00:00+00:00,2022-05-01,5.0,52.86,189.68,353.81,0.92,5.48,113.01,1.82,0.75,OpenWeather,24.8607,67.0011
2022-05-01 09:00:00+00:00,2022-05-01,5.0,55.47,199.85,343.8,0.95,5.57,110.15,1.65,0.42,OpenWeather,24.8607,67.0011
2022-05-01 10:00:00+00:00,2022-05-01,5.0,58.35,216.66,323.77,0.92,5.23,101.57,1.45,0.07,OpenWeather,24.8607,67.0011
2022-05-01 11:00:00+00:00,2022-05-01,5.0,61.13,234.09,310.42,0.94,5.27,92.98,1.42,0.0,OpenWeather,24.8607,67.0011
2022-05-01 12:00:00+00:00,2022-05-01,5.0,61.02,240.56,300.41,0.95,5.83,82.97,1.36,0.0,OpenWeather,24.8607,67.0011
2022-05-01 13:00:00+00:00,2022-05-01,5.0,56.65,239.9,303.75,0.8,7.71,70.81,1.37,0.0,OpenWeather,24.8607,67.0011
2022-05-01 14:00:00+00:00,2022-05-01,5.0,52.55,239.2,293.73,0.13,8.48,65.8,1.36,0.02,OpenWeather,24.8607,67.0011
2022-05-01 15:00:00+00:00,2022-05-01,5.0,53.07,248.15,270.37,0.0,6.08,72.96,1.37,0.11,OpenWeather,24.8607,67.0011
2022-05-01 16:00:00+00:00,2022-05-01,5.0,54.58,260.65,257.02,0.0,4.63,81.54,1.43,0.32,OpenWeather,24.8607,67.0011
2022-05-01 17:00:00+00:00,2022-05-01,5.0,53.76,264.79,236.99,0.0,3.34,91.55,1.34,0.49,OpenWeather,24.8607,67.0011
2022-05-01 18:00:00+00:00,2022-05-01,5.0,52.71,264.24,223.64,0.0,2.72,98.71,1.28,0.55,OpenWeather,24.8607,67.0011
2022-05-01 19:00:00+00:00,2022-05-01,5.0,50.38,252.65,216.96,0.0,2.48,101.57,1.28,0.42,OpenWeather,24.8607,67.0011
2022-05-01 20:00:00+00:00,2022-05-01,5.0,47.57,237.88,210.29,0.0,2.12,100.14,1.28,0.23,OpenWeather,24.8607,67.0011
2022-05-01 21:00:00+00:00,2022-05-01,5.0,45.0,221.68,210.29,0.0,1.91,100.14,1.55,0.34,OpenWeather,24.8607,67.0011
2022-05-01 22:00:00+00:00,2022-05-01,5.0,41.69,200.86,208.62,0.0,1.48,101.57,1.59,0.3,OpenWeather,24.8607,67.0011
2022-05-01 23:00:00+00:00,2022-05-01,5.0,41.55,198.79,210.29,0.0,1.35,104.43,1.76,0.18,OpenWeather,24.8607,67.0011
2022-05-02 00:00:00+00:00,2022-05-02,5.0,41.52,195.24,213.62,0.0,1.35,107.29,2.0,0.02,OpenWeather,24.8607,67.0011
2022-05-02 01:00:00+00:00,2022-05-02,5.0,40.61,184.06,220.3,0.0,1.59,110.15,2.32,0.0,OpenWeather,24.8607,67.0011
2022-05-02 02:00:00+00:00,2022-05-02,5.0,42.7,197.68,226.97,0.01,2.03,113.01,2.53,0.0,OpenWeather,24.8607,67.0011
2022-05-02 03:00:00+00:00,2022-05-02,5.0,45.17,210.5,257.02,0.2,3.56,114.44,2.89,0.0,OpenWeather,24.8607,67.0011
2022-05-02 04:00:00+00:00,2022-05-02,5.0,45.95,214.17,293.73,0.65,5.57,117.3,3.22,0.01,OpenWeather,24.8607,67.0011
2022-05-02 05:00:00+00:00,2022-05-02,5.0,44.31,202.62,300.41,0.82,5.65,121.59,3.28,0.05,OpenWeather,24.8607,67.0011
2022-05-02 06:00:00+00:00,2022-05-02,5.0,42.31,187.71,283.72,0.68,4.41,121.59,3.13,0.01,OpenWeather,24.8607,67.0011
2022-05-02 07:00:00+00:00,2022-05-02,5.0,40.52,173.89,263.69,0.55,3.43,118.73,2.83,0.0,OpenWeather,24.8607,67.0011
2022-05-02 08:00:00+00:00,2022-05-02,5.0,39.99,169.67,253.68,0.51,3.04,113.01,2.62,0.0,OpenWeather,24.8607,67.0011
2022-05-02 09:00:00+00:00,2022-05-02,5.0,38.91,165.46,247.0,0.51,2.96,107.29,2.44,0.0,OpenWeather,24.8607,67.0011
2022-05-02 10:00:00+00:00,2022-05-02,5.0,37.54,157.43,240.33,0.47,2.83,104.43,2.35,0.0,OpenWeather,24.8607,67.0011
2022-05-02 11:00:00+00:00,2022-05-02,5.0,36.72,152.81,240.33,0.48,3.04,100.14,2.41,0.0,OpenWeather,24.8607,67.0011
2022-05-02 12:00:00+00:00,2022-05-02,5.0,35.88,146.39,240.33,0.45,3.56,97.27,2.38,0.0,OpenWeather,24.8607,67.0011
2022-05-02 13:00:00+00:00,2022-05-02,5.0,37.16,153.85,253.68,0.4,5.44,92.98,2.44,0.0,OpenWeather,24.8607,67.0011
2022-05-02 14:00:00+00:00,2022-05-02,5.0,38.0,160.91,260.35,0.08,6.94,87.98,2.24,0.0,OpenWeather,24.8607,67.0011
2022-05-02 15:00:00+00:00,2022-05-02,5.0,38.15,168.51,250.34,0.0,6.0,82.97,1.82,0.02,OpenWeather,24.8607,67.0011
2022-05-02 16:00:00+00:00,2022-05-02,5.0,38.78,165.45,253.68,0.0,5.18,78.68,1.62,0.27,OpenWeather,24.8607,67.0011
2022-05-02 17:00:00+00:00,2022-05-02,5.0,39.0,151.01,263.69,0.0,4.07,77.96,1.58,0.14,OpenWeather,24.8607,67.0011
2022-05-02 18:00:00+00:00,2022-05-02,5.0,39.15,142.5,280.38,0.0,3.6,73.67,1.55,0.11,OpenWeather,24.8607,67.0011
2022-05-02 19:00:00+00:00,2022-05-02,5.0,38.39,136.74,293.73,0.0,3.3,67.23,1.42,0.03,OpenWeather,24.8607,67.0011
2022-05-02 20:00:00+00:00,2022-05-02,5.0,37.38,137.31,293.73,0.0,2.61,62.23,1.31,0.0,OpenWeather,24.8607,67.0011
2022-05-02 21:00:00+00:00,2022-05-02,5.0,36.06,136.32,290.39,0.0,1.86,60.08,1.39,0.0,OpenWeather,24.8607,67.0011
2022-05-02 22:00:00+00:00,2022-05-02,5.0,34.82,134.7,290.39,0.0,1.37,60.08,1.37,0.0,OpenWeather,24.8607,67.0011
2022-05-02 23:00:00+00:00,2022-05-02,5.0,33.7,127.93,293.73,0.0,1.3,60.8,1.46,0.0,OpenWeather,24.8607,67.0011
2022-05-03 00:00:00+00:00,2022-05-03,5.0,32.8,122.31,297.07,0.0,1.33,61.51,1.58,0.0,OpenWeather,24.8607,67.0011
2022-05-03 01:00:00+00:00,2022-05-03,5.0,32.33,120.37,300.41,0.0,1.61,60.8,1.76,0.0,OpenWeather,24.8607,67.0011
2022-05-03 02:00:00+00:00,2022-05-03,5.0,32.43,124.24,303.75,0.02,1.97,59.37,1.77,0.0,OpenWeather,24.8607,67.0011
2022-05-03 03:00:00+00:00,2022-05-03,5.0,33.77,134.41,330.45,0.31,3.38,59.37,1.88,0.22,OpenWeather,24.8607,67.0011
2022-05-03 04:00:00+00:00,2022-05-03,5.0,36.87,151.5,363.83,1.05,5.36,64.37,2.12,0.46,OpenWeather,24.8607,67.0011
2022-05-03 05:00:00+00:00,2022-05-03,5.0,40.74,165.88,370.5,1.34,5.57,70.81,2.21,0.57,OpenWeather,24.8607,67.0011
2022-05-03 06:00:00+00:00,2022-05-03,5.0,45.4,176.4,350.48,1.1,4.63,77.25,2.21,0.58,OpenWeather,24.8607,67.0011
2022-05-03 07:00:00+00:00,2022-05-03,5.0,50.85,183.39,337.12,1.01,4.37,81.54,2.18,0.46,OpenWeather,24.8607,67.0011
2022-05-03 08:00:00+00:00,2022-05-03,5.0,55.53,188.59,333.79,1.16,5.01,85.83,2.29,0.42,OpenWeather,24.8607,67.0011
2022-05-03 09:00:00+00:00,2022-05-03,5.0,57.34,192.04,347.14,1.49,6.17,83.68,2.29,0.49,OpenWeather,24.8607,67.0011
2022-05-03 10:00:00+00:00,2022-05-03,5.0,57.01,195.03,350.48,1.75,6.77,76.53,2.12,0.6,OpenWeather,24.8607,67.0011
2022-05-03 11:00:00+00:00,2022-05-03,5.0,53.8,187.86,357.15,1.96,7.37,66.52,2.09,0.72,OpenWeather,24.8607,67.0011
2022-05-03 12:00:00+00:00,2022-05-03,5.0,46.88,176.26,373.84,2.18,8.83,55.07,2.03,0.85,OpenWeather,24.8607,67.0011
2022-05-03 13:00:00+00:00,2022-05-03,5.0,39.96,169.74,407.22,1.93,12.51,42.56,2.03,0.98,OpenWeather,24.8607,67.0011
2022-05-03 14:00:00+00:00,2022-05-03,5.0,36.41,171.78,397.21,0.34,14.22,36.12,1.94,0.94,OpenWeather,24.8607,67.0011
2022-05-03 15:00:00+00:00,2022-05-03,5.0,35.59,179.17,347.14,0.0,9.85,40.77,1.8,0.86,OpenWeather,24.8607,67.0011
2022-05-03 16:00:00+00:00,2022-05-03,5.0,34.57,179.37,323.77,0.0,6.85,44.35,1.85,0.78,OpenWeather,24.8607,67.0011
2022-05-03 17:00:00+00:00,2022-05-03,5.0,33.27,169.67,310.42,0.0,5.23,46.49,1.8,0.68,OpenWeather,24.8607,67.0011
2022-05-03 18:00:00+00:00,2022-05-03,5.0,32.79,161.69,303.75,0.0,4.46,49.35,1.79,0.63,OpenWeather,24.8607,67.0011
2022-05-03 19:00:00+00:00,2022-05-03,5.0,32.72,155.34,297.07,0.0,4.11,52.21,1.74,0.42,OpenWeather,24.8607,67.0011
2022-05-03 20:00:00+00:00,2022-05-03,5.0,32.46,151.93,283.72,0.0,3.47,55.07,1.74,0.12,OpenWeather,24.8607,67.0011
2022-05-03 21:00:00+00:00,2022-05-03,5.0,32.74,149.79,277.04,0.0,2.61,56.51,1.91,0.1,OpenWeather,24.8607,67.0011
2022-05-03 22:00:00+00:00,2022-05-03,5.0,33.28,151.86,270.37,0.0,2.03,57.94,1.97,0.1,OpenWeather,24.8607,67.0011
2022-05-03 23:00:00+00:00,2022-05-03,5.0,34.17,156.24,270.37,0.0,1.86,59.37,2.06,0.09,OpenWeather,24.8607,67.0011
2022-05-04 00:00:00+00:00,2022-05-04,5.0,35.26,160.83,270.37,0.0,1.84,60.8,2.15,0.08,OpenWeather,24.8607,67.0011
2022-05-04 01:00:00+00:00,2022-05-04,5.0,36.86,166.07,273.7,0.0,2.16,63.66,2.38,0.07,OpenWeather,24.8607,67.0011
2022-05-04 02:00:00+00:00,2022-05-04,5.0,38.51,167.38,277.04,0.02,2.83,68.66,2.53,0.18,OpenWeather,24.8607,67.0011
2022-05-04 03:00:00+00:00,2022-05-04,5.0,40.35,164.35,317.1,0.39,5.23,74.39,2.8,0.68,OpenWeather,24.8607,67.0011
2022-05-04 04:00:00+00:00,2022-05-04,5.0,42.57,156.24,387.19,1.51,9.17,81.54,3.28,1.25,OpenWeather,24.8607,67.0011
2022-05-04 05:00:00+00:00,2022-05-04,5.0,44.18,149.26,413.89,2.07,10.37,92.98,3.52,1.65,OpenWeather,24.8607,67.0011
2022-05-04 06:00:00+00:00,2022-05-04,5.0,46.25,144.89,397.21,1.75,8.91,104.43,3.58,1.84,OpenWeather,24.8607,67.0011
2022-05-04 07:00:00+00:00,2022-05-04,5.0,48.61,146.67,380.52,1.55,7.97,110.15,3.28,1.76,OpenWeather,24.8607,67.0011
2022-05-04 08:00:00+00:00,2022-05-04,5.0,50.75,153.14,383.85,1.72,8.48,108.72,3.04,1.68,OpenWeather,24.8607,67.0011
2022-05-04 09:00:00+00:00,2022-05-04,5.0,52.55,165.09,403.88,2.1,9.77,101.57,2.77,1.61,OpenWeather,24.8607,67.0011
2022-05-04 10:00:00+00:00,2022-05-04,5.0,54.08,173.47,393.87,2.18,9.77,94.41,2.47,1.39,OpenWeather,24.8607,67.0011
2022-05-04 11:00:00+00:00,2022-05-04,5.0,54.57,178.19,380.52,2.1,9.6,85.83,2.44,1.2,OpenWeather,24.8607,67.0011
2022-05-04 12:00:00+00:00,2022-05-04,5.0,53.6,185.5,370.5,1.87,9.85,74.39,2.38,1.01,OpenWeather,24.8607,67.0011
2022-05-04 13:00:00+00:00,2022-05-04,5.0,52.61,197.99,387.19,1.37,12.17,62.94,2.44,0.88,OpenWeather,24.8607,67.0011
2022-05-04 14:00:00+00:00,2022-05-04,5.0,50.14,202.77,383.85,0.23,13.54,55.07,2.47,0.89,OpenWeather,24.8607,67.0011
2022-05-04 15:00:00+00:00,2022-05-04,5.0,46.46,198.13,343.8,0.0,10.02,57.94,2.44,0.96,OpenWeather,24.8607,67.0011
2022-05-04 16:00:00+00:00,2022-05-04,5.0,43.15,181.54,327.11,0.0,8.14,62.23,2.65,1.11,OpenWeather,24.8607,67.0011
2022-05-04 17:00:00+00:00,2022-05-04,5.0,40.41,167.71,313.76,0.0,6.85,65.09,2.71,1.14,OpenWeather,24.8607,67.0011
2022-05-04 18:00:00+00:00,2022-05-04,5.0,38.81,157.99,317.1,0.0,6.34,67.95,2.74,1.17,OpenWeather,24.8607,67.0011
2022-05-04 19:00:00+00:00,2022-05-04,5.0,38.2,152.87,317.1,0.0,6.25,69.38,2.77,1.01,OpenWeather,24.8607,67.0011
2022-05-04 20:00:00+00:00,2022-05-04,5.0,37.71,149.51,300.41,0.0,5.83,71.53,3.04,0.69,OpenWeather,24.8607,67.0011
2022-05-04 21:00:00+00:00,2022-05-04,5.0,38.69,147.66,287.06,0.0,5.1,76.53,3.7,0.75,OpenWeather,24.8607,67.0011
2022-05-04 22:00:00+00:00,2022-05-04,5.0,40.16,144.66,273.7,0.0,4.16,84.4,3.99,0.78,OpenWeather,24.8607,67.0011
2022-05-04 23:00:00+00:00,2022-05-04,5.0,41.32,144.01,263.69,0.0,3.38,91.55,3.78,0.69,OpenWeather,24.8607,67.0011
2022-05-05 00:00:00+00:00,2022-05-05,5.0,42.85,144.78,257.02,0.0,3.0,97.27,3.64,0.59,OpenWeather,24.8607,67.0011
2022-05-05 01:00:00+00:00,2022-05-05,5.0,44.93,146.66,260.35,0.0,3.34,100.14,3.78,0.62,OpenWeather,24.8607,67.0011
2022-05-05 02:00:00+00:00,2022-05-05,5.0,47.12,147.92,273.7,0.02,4.41,100.14,3.87,0.78,OpenWeather,24.8607,67.0011
2022-05-05 03:00:00+00:00,2022-05-05,5.0,49.79,150.39,340.46,0.47,8.31,101.57,4.17,1.49,OpenWeather,24.8607,67.0011
2022-05-05 04:00:00+00:00,2022-05-05,5.0,56.84,156.71,854.49,6.37,33.93,81.54,5.66,5.19,OpenWeather,24.8607,67.0011
2022-05-05 05:00:00+00:00,2022-05-05,5.0,63.0,163.62,1321.79,14.31,51.41,71.53,6.91,8.49,OpenWeather,24.8607,67.0011
2022-05-05 06:00:00+00:00,2022-05-05,5.0,63.69,163.61,1241.68,12.07,46.61,90.12,6.97,9.37,OpenWeather,24.8607,67.0011
2022-05-05 07:00:00+00:00,2022-05-05,5.0,59.88,162.13,961.3,7.82,34.27,108.72,5.78,7.54,OpenWeather,24.8607,67.0011
2022-05-05 08:00:00+00:00,2022-05-05,5.0,57.42,169.39,767.71,5.76,26.05,113.01,4.65,5.38,OpenWeather,24.8607,67.0011
2022-05-05 09:00:00+00:00,2022-05-05,5.0,55.83,187.83,614.17,4.47,20.39,108.72,3.78,3.64,OpenWeather,24.8607,67.0011
2022-05-05 10:00:00+00:00,2022-05-05,5.0,53.19,208.33,447.27,2.74,13.19,105.86,3.04,2.15,OpenWeather,24.8607,67.0011
2022-05-05 11:00:00+00:00,2022-05-05,5.0,52.15,218.07,433.92,2.65,13.37,95.84,3.07,1.95,OpenWeather,24.8607,67.0011
2022-05-05 12:00:00+00:00,2022-05-05,5.0,51.03,212.68,440.6,2.51,14.91,85.12,3.1,1.85,OpenWeather,24.8607,67.0011
2022-05-05 13:00:00+00:00,2022-05-05,5.0,50.97,198.67,467.3,1.84,19.19,71.53,3.16,1.79,OpenWeather,24.8607,67.0011
2022-05-05 14:00:00+00:00,2022-05-05,5.0,51.72,194.7,447.27,0.27,20.39,65.8,3.04,1.71,OpenWeather,24.8607,67.0011
2022-05-05 15:00:00+00:00,2022-05-05,5.0,52.41,206.77,373.84,0.0,14.22,74.39,2.86,1.69,OpenWeather,24.8607,67.0011
2022-05-05 16:00:00+00:00,2022-05-05,5.0,53.46,221.19,340.46,0.0,10.97,82.97,3.07,1.85,OpenWeather,24.8607,67.0011
2022-05-05 17:00:00+00:00,2022-05-05,5.0,53.68,226.16,313.76,0.0,9.08,87.26,3.13,1.85,OpenWeather,24.8607,67.0011
2022-05-05 18:00:00+00:00,2022-05-05,5.0,51.06,215.08,303.75,0.0,8.14,85.12,3.16,1.85,OpenWeather,24.8607,67.0011
2022-05-05 19:00:00+00:00,2022-05-05,5.0,47.58,200.59,303.75,0.0,7.97,80.11,3.13,1.55,OpenWeather,24.8607,67.0011
2022-05-05 20:00:00+00:00,2022-05-05,5.0,48.79,210.55,300.41,0.0,7.45,74.39,3.46,1.11,OpenWeather,24.8607,67.0011
2022-05-05 21:00:00+00:00,2022-05-05,5.0,53.26,231.34,300.41,0.0,6.43,71.53,4.29,1.23,OpenWeather,24.8607,67.0011
2022-05-05 22:00:00+00:00,2022-05-05,5.0,55.86,241.98,290.39,0.0,5.1,71.53,4.41,1.23,OpenWeather,24.8607,67.0011
2022-05-05 23:00:00+00:00,2022-05-05,5.0,59.05,251.69,280.38,0.0,4.11,71.53,3.99,1.04,OpenWeather,24.8607,67.0011
2022-05-06 00:00:00+00:00,2022-05-06,5.0,63.61,264.83,270.37,0.0,3.56,70.1,3.58,0.83,OpenWeather,24.8607,67.0011
2022-05-06 01:00:00+00:00,2022-05-06,5.0,70.3,273.98,277.04,0.0,3.86,67.23,3.58,0.78,OpenWeather,24.8607,67.0011
2022-05-06 02:00:00+00:00,2022-05-06,5.0,76.36,272.33,290.39,0.04,4.8,65.8,3.58,0.89,OpenWeather,24.8607,67.0011
2022-05-06 03:00:00+00:00,2022-05-06,5.0,83.1,269.25,353.81,0.77,8.05,64.37,3.73,1.5,OpenWeather,24.8607,67.0011
2022-05-06 04:00:00+00:00,2022-05-06,5.0,90.89,273.19,547.41,4.19,16.96,58.65,4.11,2.79,OpenWeather,24.8607,67.0011
2022-05-06 05:00:00+00:00,2022-05-06,5.0,99.06,294.26,694.27,7.49,22.62,59.37,4.29,3.96,OpenWeather,24.8607,67.0011
2022-05-06 06:00:00+00:00,2022-05-06,5.0,105.33,323.63,660.9,6.65,20.39,70.1,4.17,4.43,OpenWeather,24.8607,67.0011
2022-05-06 07:00:00+00:00,2022-05-06,5.0,109.29,360.46,547.41,4.75,15.59,77.96,3.49,3.64,OpenWeather,24.8607,67.0011
2022-05-06 08:00:00+00:00,2022-05-06,5.0,111.1,401.13,460.62,3.69,12.34,79.39,3.01,2.75,OpenWeather,24.8607,67.0011
2022-05-06 09:00:00+00:00,2022-05-06,5.0,112.94,428.78,417.23,3.3,10.88,75.1,2.65,2.15,OpenWeather,24.8607,67.0011
2022-05-06 10:00:00+00:00,2022-05-06,5.0,108.5,425.25,370.5,2.85,9.08,67.95,2.29,1.63,OpenWeather,24.8607,67.0011
2022-05-06 11:00:00+00:00,2022-05-06,5.0,96.21,398.83,360.49,2.71,8.91,61.51,2.29,1.42,OpenWeather,24.8607,67.0011
2022-05-06 12:00:00+00:00,2022-05-06,5.0,81.48,383.5,357.15,2.4,9.51,56.51,2.32,1.25,OpenWeather,24.8607,67.0011
2022-05-06 13:00:00+00:00,2022-05-06,5.0,72.08,366.5,383.85,1.76,12.51,50.07,2.38,1.12,OpenWeather,24.8607,67.0011
2022-05-06 14:00:00+00:00,2022-05-06,5.0,66.97,351.81,377.18,0.3,14.22,44.7,2.26,1.04,OpenWeather,24.8607,67.0011
2022-05-06 15:00:00+00:00,2022-05-06,5.0,65.6,344.78,337.12,0.0,10.62,47.92,2.15,1.0,OpenWeather,24.8607,67.0011
2022-05-06 16:00:00+00:00,2022-05-06,5.0,68.58,355.64,317.1,0.0,8.23,53.64,2.24,1.01,OpenWeather,24.8607,67.0011
2022-05-06 17:00:00+00:00,2022-05-06,5.0,71.3,365.46,293.73,0.0,6.0,59.37,2.12,0.82,OpenWeather,24.8607,67.0011
2022-05-06 18:00:00+00:00,2022-05-06,5.0,73.29,364.37,280.38,0.0,4.88,61.51,1.97,0.65,OpenWeather,24.8607,67.0011
2022-05-06 19:00:00+00:00,2022-05-06,5.0,75.29,363.22,270.37,0.0,4.33,63.66,1.89,0.38,OpenWeather,24.8607,67.0011
2022-05-06 20:00:00+00:00,2022-05-06,5.0,79.0,374.73,257.02,0.0,3.6,65.09,1.94,0.07,OpenWeather,24.8607,67.0011
2022-05-06 21:00:00+00:00,2022-05-06,5.0,83.21,393.76,243.66,0.0,2.12,65.09,1.73,0.0,OpenWeather,24.8607,67.0011
2022-05-06 22:00:00+00:00,2022-05-06,5.0,85.67,402.79,240.33,0.0,1.48,65.8,1.55,0.0,OpenWeather,24.8607,67.0011
2022-05-06 23:00:00+00:00,2022-05-06,5.0,89.14,401.47,240.33,0.0,1.41,67.23,1.62,0.0,OpenWeather,24.8607,67.0011
2022-05-07 00:00:00+00:00,2022-05-07,5.0,90.54,395.01,243.66,0.0,1.46,68.66,1.7,0.0,OpenWeather,24.8607,67.0011
2022-05-07 01:00:00+00:00,2022-05-07,5.0,89.88,371.46,247.0,0.0,1.74,68.66,1.86,0.0,OpenWeather,24.8607,67.0011
2022-05-07 02:00:00+00:00,2022-05-07,5.0,86.68,337.36,253.68,0.02,2.23,70.81,1.91,0.02,OpenWeather,24.8607,67.0011
2022-05-07 03:00:00+00:00,2022-05-07,5.0,83.42,301.44,283.72,0.32,3.9,73.67,2.06,0.44,OpenWeather,24.8607,67.0011
2022-05-07 04:00:00+00:00,2022-05-07,5.0,80.56,271.84,327.11,1.06,6.25,79.39,2.35,0.81,OpenWeather,24.8607,67.0011
2022-05-07 05:00:00+00:00,2022-05-07,5.0,78.2,250.45,330.45,1.22,6.0,87.98,2.41,0.9,OpenWeather,24.8607,67.0011
